filename	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SRR17303570.fasta	5839863	82	71217.84	889239	569	2276	27	299737	7	151510	13	54517	25
SRR17303571.fasta	5621974	116	48465.29	403061	500	1350	19	252378	9	151320	15	42507	28
SRR17303573.fasta	5615843	98	57304.52	367442	502	1772	19	212365	10	135850	16	53360	28
SRR17303574.fasta	5641350	85	66368.82	371213	546	1482	17	172656	12	105750	19	43134	34
SRR17303576.fasta	5617768	63	89170.92	830781	579	1515	19	370689	5	218361	8	92895	17
SRR17303578.fasta	5300185	100	53001.85	355554	511	3535	42	156220	12	94156	20	34354	39
SRR17303579.fasta	5836849	104	56123.55	459911	506	1189	14	182619	11	105429	20	46641	35
SRR17303589.fasta	5844876	159	36760.23	365018	501	1517	19	144006	12	85800	23	32851	43
SRR17303590.fasta	5509622	97	56800.23	659779	534	2351	31	165341	11	99370	20	41414	35
SRR17303591.fasta	5624432	132	42609.33	349853	521	3487	39	94210	17	58918	32	26216	60
SRR17303593.fasta	5835209	110	53047.35	582593	513	1579	17	327148	7	234350	11	40901	23
SRR17303595.fasta	5647011	145	38944.90	439799	532	2390	26	121790	15	65151	27	23873	54
SRR17303596.fasta	6064441	179	33879.56	367759	504	4173	45	116539	17	66227	30	22317	60
SRR17303597.fasta	5512606	145	38017.97	528896	513	1112	14	172646	10	99442	20	29579	39
SRR17303599.fasta	5643942	118	47830.02	505823	502	1194	14	176765	10	115090	18	30811	35
SRR17303605.fasta	5684563	145	39203.88	316255	500	2000	23	126006	15	95815	26	30246	46
SRR17303609.fasta	5851489	140	41796.35	351188	546	1027	14	135022	16	72793	28	34398	51
SRR17303611.fasta	5620856	304	18489.66	105854	519	862	87	35082	51	21222	92	8801	175
SRR17303614.fasta	5815907	199	29225.66	297599	501	1669	34	101828	19	55867	34	22871	65
SRR17303617.fasta	5466544	73	74884.16	510385	507	1412	17	225707	9	172798	14	56023	26
SRR17303619.fasta	5373253	80	67165.66	534264	561	992	19	193743	10	123636	16	36786	34
SRR17303620.fasta	5712054	112	51000.48	324339	528	1462	15	157937	13	101437	22	35020	39
SRR17303621.fasta	5712465	132	43276.25	483831	508	1409	16	178451	12	86409	21	31102	43
SRR17303622.fasta	5918655	106	55836.37	521775	520	1205	15	176001	12	140639	20	39844	36
SRR17303626.fasta	5607817	127	44156.04	411027	518	1112	13	183092	10	114491	18	30512	35
SRR17303627.fasta	5882074	109	53963.98	629412	517	1119	14	162200	12	100485	21	46329	36
SRR17303628.fasta	5746479	104	55254.61	410220	507	1567	17	198327	11	122206	18	41007	34
SRR17303629.fasta	5900983	146	40417.69	688501	507	1455	21	181975	10	99422	19	21431	42
SRR17303632.fasta	5569190	107	52048.50	404045	507	803	18	130327	13	86459	23	38690	41
SRR17303633.fasta	5809734	125	46477.87	433750	519	1005	13	156843	13	93774	21	37348	39
SRR17303634.fasta	5516019	97	56866.18	677911	517	1128	16	200555	9	143515	15	75397	25
SRR17303635.fasta	5434190	111	48956.67	354265	531	3580	40	159274	12	88692	22	34572	39
SRR17303640.fasta	5485696	70	78367.09	1100121	510	1287	14	258400	6	204533	10	74456	19
SRR17303641.fasta	5834350	121	48217.77	352684	518	900	10	165563	13	95660	23	38474	41
SRR17303643.fasta	5605768	89	62986.16	712477	528	1522	19	153735	10	100999	20	47529	34
SRR17303645.fasta	5537128	128	43258.81	425400	506	1581	16	183438	11	116487	19	33420	36
SRR17303648.fasta	5629263	124	45397.28	367654	509	1214	16	176743	12	99422	21	28632	41
SRR17303651.fasta	5700151	112	50894.21	788078	502	1207	15	191448	10	115498	17	53360	29
SRR17303652.fasta	5572219	107	52076.81	372401	579	1132	16	172656	11	99172	19	43058	35
SRR17303653.fasta	5456783	97	56255.49	560107	507	1110	14	181998	9	116866	17	53541	29
SRR17303655.fasta	5792794	202	28677.20	339997	505	1403	16	115440	16	72135	29	21571	56
SRR17303656.fasta	5682407	153	37139.92	339125	507	1139	17	108607	16	65134	30	24781	56
SRR17303658.fasta	5833769	140	41669.78	307169	503	1909	24	152333	13	94075	23	25501	44
SRR17303660.fasta	5601994	91	61560.37	466454	527	822	11	157947	11	101125	19	40537	35
SRR17303662.fasta	5647266	143	39491.37	448167	532	2243	29	124473	14	72667	26	21640	53
SRR17303666.fasta	5709495	114	50083.29	506447	536	1710	20	185876	10	129466	17	34017	34
SRR17303668.fasta	5519492	146	37804.74	341338	524	2330	29	159794	12	84840	22	26598	44
SRR17303669.fasta	5463867	69	79186.48	422446	528	1010	12	270097	8	143075	14	53378	26
SRR17303671.fasta	5768831	108	53415.10	349019	518	1406	17	156938	12	108296	21	44067	38
SRR17303672.fasta	5710804	71	80433.86	491839	520	532	9	252351	9	156276	14	57474	26
SRR17303674.fasta	5560526	69	80587.33	492487	554	997	12	234283	7	155342	13	86468	22
SRR17303677.fasta	5545750	122	45456.97	400662	512	753	13	158543	11	86446	21	27865	41
SRR17303680.fasta	5477058	78	70218.69	560101	520	1289	14	202419	10	110174	18	64264	30
SRR17303681.fasta	5755136	165	34879.61	320408	504	1111	14	167993	13	102999	23	22859	49
SRR17303682.fasta	5455910	65	83937.08	734086	525	705	8	215863	7	174324	13	72973	22
SRR17303683.fasta	5573144	112	49760.21	371391	554	1209	15	165386	13	99061	21	35953	39
SRR17303685.fasta	5626921	123	45747.33	367442	512	1176	12	175273	13	112578	21	35768	37
SRR17303688.fasta	5605532	95	59005.60	435520	518	624	9	186117	10	116814	17	53360	29
SRR17303689.fasta	5538724	93	59556.17	725466	528	1111	14	197910	9	118275	16	53360	29
SRR17303694.fasta	5802056	117	49590.22	433711	523	990	11	156817	13	89528	22	40283	41
SRR17303695.fasta	5425617	72	75355.79	840510	515	1075	11	249143	7	165341	13	65698	22
SRR17303698.fasta	5642383	120	47019.86	586862	502	1498	17	183192	10	115381	18	34888	33
SRR17303702.fasta	5721217	119	48077.45	464098	522	1771	18	140954	14	124851	22	36238	39
SRR17303705.fasta	5785261	91	63574.30	559648	547	1750	18	252282	8	172387	13	41954	26
SRR17303706.fasta	5695849	149	38227.17	356371	501	3327	39	128027	15	86667	25	28562	47
SRR17303707.fasta	5467306	66	82837.97	422709	536	1592	19	241783	9	135844	16	56599	28
SRR17303709.fasta	5584037	86	64930.66	421179	553	952	15	145700	12	117277	20	41250	34
SRR17303714.fasta	5368014	47	114213.06	595404	500	1216	16	275083	7	186074	12	94222	20
SRR17303715.fasta	5591881	108	51776.68	580890	507	1444	20	268814	8	137585	14	35103	29
SRR17303720.fasta	5873952	198	29666.42	441497	500	1096	13	124566	15	67384	28	22253	54
SRR17303721.fasta	5465633	90	60729.26	544552	507	1491	17	198627	9	135696	16	39867	34
SRR17303722.fasta	5522739	57	96890.16	434089	520	762	14	249902	9	159006	14	77093	23
SRR17303723.fasta	5587664	117	47757.81	429673	511	1522	19	172656	12	144339	19	42872	31
SRR17303724.fasta	5461534	121	45136.64	270234	507	1981	29	100767	17	61062	31	31822	54
SRR17303725.fasta	5806074	125	46448.59	351188	504	1129	15	161960	13	87579	23	37349	42
SRR17303726.fasta	5675005	171	33187.16	359033	512	1112	31	88572	19	57339	35	25205	64
SRR17303728.fasta	5536130	86	64373.60	509243	643	1495	17	292195	8	142646	13	53754	26
SRR17303729.fasta	5547146	87	63760.30	364234	524	1095	12	198451	10	136609	17	52858	29
SRR17303730.fasta	5576583	136	41004.29	299624	538	3605	41	103652	16	66312	30	29396	54
SRR17303731.fasta	5761571	98	58791.54	637411	514	1364	14	184414	10	117430	18	39664	35
SRR17303733.fasta	5700294	132	43184.05	762892	504	1182	13	166870	10	96832	20	33502	38
SRR17303736.fasta	5454600	143	38144.06	269312	507	2729	33	108557	19	61050	33	26208	61
SRR17303737.fasta	5527231	84	65800.37	557604	553	2754	37	172785	10	111597	18	42562	32
SRR17303741.fasta	5624972	142	39612.48	315137	514	1312	16	123670	16	84441	27	28413	53
SRR17303743.fasta	5585018	179	31201.22	336408	503	1020	14	129647	14	76884	26	20060	52
SRR17303746.fasta	5512348	60	91872.47	570884	532	1658	17	294957	7	220216	11	73450	20
SRR17303748.fasta	5580226	56	99646.89	550609	736	1196	14	289444	7	161998	12	63928	23
SRR17303749.fasta	5780412	67	86274.81	608046	508	1008	12	235533	8	187462	14	78499	23
SRR17303752.fasta	5593381	169	33096.93	285093	504	2777	38	120907	16	94414	27	24042	51
SRR17303757.fasta	5645199	114	49519.29	333168	524	1089	12	193144	12	119420	19	42741	34
SRR17303759.fasta	5595900	82	68242.68	398257	583	2454	58	128141	14	97858	24	43563	40
SRR17303760.fasta	5845330	176	33212.10	615557	511	1267	20	215211	9	124571	17	25439	36
SRR17303761.fasta	5612486	99	56691.78	592780	502	1209	15	245335	7	147507	14	46680	25
SRR17303762.fasta	5690382	86	66167.23	432672	515	1093	12	201365	11	144512	17	42228	31
SRR17303767.fasta	5551849	61	91013.92	560359	536	1103	13	203711	8	127860	15	63931	27
SRR17303768.fasta	5701544	141	40436.48	359332	502	1215	15	175273	12	99028	22	34888	39
SRR17303769.fasta	5671917	105	54018.26	349592	518	3205	46	133442	14	83779	25	38450	44
SRR17303770.fasta	5915147	173	34191.60	383492	504	1320	17	174305	11	93604	20	21423	44
SRR17303771.fasta	5190515	43	120709.65	755902	533	986	11	348322	5	201315	9	69624	17
SRR17303772.fasta	5442098	54	100779.59	554228	604	1216	16	284766	7	183269	12	56536	23
SRR17303773.fasta	5620937	157	35802.15	311134	500	1840	24	108920	18	65102	32	23363	60
SRR17303777.fasta	5552672	69	80473.51	394205	502	928	14	179438	11	119382	18	75375	29
SRR17303780.fasta	5540740	110	50370.36	445425	502	1290	15	208803	11	133251	17	50268	29
SRR17303786.fasta	5582131	140	39872.36	641678	513	923	12	214936	8	148491	14	41535	24
SRR17303789.fasta	5527035	80	69087.94	556298	504	1114	14	214729	8	146078	15	51029	27
SRR17303792.fasta	5216039	196	26612.44	169509	909	369	29	44048	40	30409	67	13360	116
SRR17303793.fasta	5442144	103	52836.35	313131	511	948	15	138715	14	85208	24	31557	43
SRR17303795.fasta	5412827	229	23636.80	143155	683	554	38	45220	33	30320	62	13076	113
SRR17303797.fasta	5644359	120	47036.32	400813	510	1084	12	176527	12	115090	20	31802	36
SRR17303802.fasta	5543091	90	61589.90	370598	507	1765	18	176678	11	143386	18	34983	30
SRR17303807.fasta	5468787	85	64338.67	574374	568	1482	15	213784	9	102298	16	40748	33
SRR17303813.fasta	5654271	109	51874.05	378153	507	1282	13	153662	12	108558	21	34882	37
SRR17303814.fasta	5748538	177	32477.62	331599	525	3240	39	111769	17	78468	29	23101	54
SRR17303817.fasta	5951143	253	23522.30	222927	503	2543	33	90558	22	47390	40	16060	82
SRR17303820.fasta	5473888	84	65165.33	377733	516	997	12	197087	11	99771	20	44447	35
SRR17303824.fasta	5428875	118	46007.42	398078	507	1012	12	126339	12	82172	23	29724	46
SRR17303827.fasta	5710493	105	54385.65	418927	518	1203	14	169383	12	105496	20	43133	34
SRR17303828.fasta	5808402	126	46098.43	357046	519	1195	13	156817	12	87579	22	34587	41
SRR17303829.fasta	6025705	108	55793.56	355879	538	2889	35	159239	14	99927	24	39684	42
SRR17303830.fasta	5808887	103	56396.96	349310	508	1045	17	158246	14	99420	24	38240	42
SRR17303831.fasta	5677968	82	69243.51	513535	515	1290	14	226282	8	158863	14	52580	27
SRR17303834.fasta	5585366	120	46544.72	289229	579	3199	36	143974	15	95712	25	26587	47
SRR17303835.fasta	5518953	90	61321.70	1070974	509	1696	20	215840	7	112503	13	38690	27
SRR17303841.fasta	5859167	130	45070.52	433531	511	1294	15	146445	13	87579	23	32338	44
SRR17303843.fasta	5468140	78	70104.36	578882	507	1408	17	225657	8	161841	13	56292	25
SRR17303849.fasta	5735305	181	31686.77	248203	528	2735	42	74901	25	46887	44	17853	85
SRR17303850.fasta	5875671	112	52461.35	560370	507	1095	12	173115	11	115497	19	53215	34
SRR17303851.fasta	5293496	104	50899.00	326934	537	1306	16	138281	13	99016	22	32066	41
SRR17303852.fasta	5292777	72	73510.79	657753	503	1409	17	280002	7	174301	12	60024	22
SRR17303854.fasta	5848844	130	44991.11	432753	519	932	13	176001	12	105864	20	28464	42
SRR17303856.fasta	5496324	74	74274.65	516149	502	1365	14	187972	9	141488	16	46625	28
SRR17303859.fasta	5448119	83	65639.99	594806	513	815	11	168164	10	117652	18	46739	30
SRR17303862.fasta	5627142	126	44659.86	581516	501	1121	14	176741	11	113925	19	31802	34
SRR17303868.fasta	5746836	192	29931.44	518661	504	845	52	123513	12	73011	24	30939	48
SRR17303869.fasta	5496165	81	67853.89	536973	531	1499	17	204317	8	163946	14	58555	25
SRR17303873.fasta	5843765	113	51714.73	574825	519	1207	15	176001	11	108472	19	30001	38
SRR17303875.fasta	5735170	71	80777.04	571374	507	1351	20	234320	8	172689	13	67951	24
SRR17303878.fasta	5646326	163	34640.04	340385	503	3612	42	123368	14	86483	24	24581	48
SRR17303882.fasta	5595000	136	41139.71	244111	509	2328	37	110333	17	75994	29	27576	54
SRR17303883.fasta	5573126	87	64058.92	430044	507	1006	12	156729	12	109997	20	40541	35
SRR17303884.fasta	5473414	126	43439.79	356335	502	1207	41	103472	17	67530	30	25253	54
SRR17303885.fasta	5703765	140	40741.18	423210	509	1374	14	163401	12	98496	22	28720	42
SRR17303887.fasta	5461900	83	65806.02	366590	509	1217	16	206716	10	118186	17	41168	30
SRR17303888.fasta	5646717	110	51333.79	444616	501	1095	13	212365	9	118975	16	52052	29
SRR17303890.fasta	5852331	121	48366.37	358673	523	805	9	146375	13	87579	23	35884	43
SRR17303891.fasta	5588457	134	41704.90	367386	510	1004	13	175273	13	99044	22	31837	41
SRR17303892.fasta	5459723	71	76897.51	656416	510	1365	14	309654	7	191705	11	74456	20
SRR17303894.fasta	5557662	144	38594.88	355559	524	1085	12	185709	11	110960	18	29579	35
SRR17303895.fasta	5620193	182	30880.18	205937	511	2238	55	75994	27	47937	45	23186	77
SRR17303897.fasta	5509226	153	36008.01	380003	508	1312	16	172755	11	106971	19	30124	36
SRR17303899.fasta	5938655	107	55501.45	873848	536	1336	18	198020	9	99283	18	38723	34
SRR17303901.fasta	5762480	112	51450.71	350785	515	726	11	141983	15	99369	25	35109	43
SRR17303904.fasta	5709010	121	47181.90	370942	508	934	14	151675	13	100905	22	34587	39
SRR17303913.fasta	5693308	72	79073.72	500093	507	1099	13	295721	7	158981	13	59766	23
SRR17303914.fasta	5594579	145	38583.30	367593	509	2970	40	128698	15	65404	27	27502	52
SRR17303919.fasta	5469115	52	105175.29	466681	506	1391	15	203983	10	141293	16	99575	25
SRR17303921.fasta	5598795	117	47852.95	400766	528	987	10	191484	10	115498	18	35620	32
SRR17303934.fasta	5572753	127	43879.94	476150	512	1198	14	186418	11	109815	19	30512	37
SRR17303936.fasta	5633875	118	47744.70	367371	509	995	19	182296	12	116864	19	30512	36
SRR17303937.fasta	5625152	112	50224.57	365649	507	864	33	116398	15	87773	26	34821	45
SRR17303940.fasta	5658858	83	68179.01	627927	516	904	11	350445	6	147502	12	60691	23
SRR17303941.fasta	5738388	101	56815.72	557151	522	1811	22	256759	8	177892	13	54741	25
SRR17303948.fasta	5713554	87	65673.03	508147	528	1789	20	293000	8	165476	13	49160	27
SRR17303950.fasta	5839737	126	46347.12	356784	511	1180	12	127567	14	82369	26	32350	47
SRR17303951.fasta	5827361	136	42848.24	443131	520	1055	16	146446	13	81224	23	34550	42
SRR17303952.fasta	5648349	135	41839.62	324339	500	1387	16	159506	13	104863	22	35020	39
SRR17303953.fasta	5690639	107	53183.54	411627	528	1069	11	172911	12	112330	20	34888	35
SRR17303955.fasta	5695453	137	41572.65	370576	506	1457	21	168323	12	89761	22	34146	41
SRR17303958.fasta	5610790	117	47955.47	562819	518	1485	16	212365	9	129805	15	31802	30
SRR17303960.fasta	5588732	97	57615.79	560102	507	796	10	203694	10	124971	17	51699	31
SRR17303962.fasta	5630985	111	50729.59	367260	518	719	10	172911	12	116719	20	30375	36
SRR17303964.fasta	5552487	77	72110.22	438714	521	1304	16	209025	10	142664	16	54013	27
SRR17303965.fasta	5565150	151	36855.30	479429	505	1009	13	204491	10	148449	16	38597	28
SRR17303967.fasta	5883462	149	39486.32	316080	501	1211	15	143560	15	84071	25	32801	48
SRR17303972.fasta	5762571	128	45020.09	479766	500	1668	24	247093	9	119769	15	49359	28
SRR17303981.fasta	5934049	204	29088.48	246231	506	2466	33	104719	21	50763	38	19200	75
SRR17303982.fasta	5632276	86	65491.58	696272	506	1094	12	215299	7	139380	14	77707	24
SRR17303986.fasta	5557678	64	86838.72	576928	562	1014	13	241209	9	146601	15	71261	25
SRR17303988.fasta	5826464	111	52490.67	491057	502	1146	17	214971	10	129214	18	38811	34
SRR17303991.fasta	5557626	96	57891.94	367322	507	742	13	150496	13	97919	22	46845	36
SRR17303992.fasta	5768631	107	53912.44	434517	527	894	10	160973	12	87093	21	35884	40
SRR17303993.fasta	5761138	122	47222.44	360299	507	735	12	200231	12	105514	21	33123	39
SRR17304001.fasta	5568178	67	83107.13	644901	521	1589	18	288910	7	173444	13	56512	24
SRR17304002.fasta	5628539	149	37775.43	228225	561	2685	37	108904	19	64262	33	27576	58
SRR17304003.fasta	5524085	76	72685.33	613716	518	1312	17	290641	7	144438	13	67316	25
SRR17304005.fasta	5636704	108	52191.70	400481	514	1030	14	176863	12	116793	20	31802	36
SRR17304007.fasta	5610747	65	86319.18	587226	553	850	14	214784	8	144544	14	56679	26
SRR17304009.fasta	5689989	111	51261.16	561737	520	1322	17	197759	11	101196	20	31821	37
SRR17304010.fasta	5487303	71	77285.96	430287	511	1196	13	199119	10	151675	16	65150	27
SRR17304013.fasta	5296527	54	98083.83	548657	546	1383	15	204173	9	142425	15	59055	26
SRR17304015.fasta	5432359	161	33741.36	206473	820	605	52	60395	30	36858	53	19737	93
SRR17304018.fasta	5474370	218	25111.79	204736	530	3370	45	70801	28	40635	48	15072	93
SRR17304019.fasta	5609596	88	63745.41	560368	500	922	13	173115	10	115430	18	46614	32
SRR17304023.fasta	5805616	135	43004.56	279510	502	2457	33	164165	14	94163	24	31914	44
SRR17304025.fasta	5475375	69	79353.26	575123	513	1196	13	180976	10	144585	17	72864	27
SRR17304031.fasta	5869112	99	59283.96	467432	500	2862	37	180333	12	106072	21	40125	37
SRR17304034.fasta	5487355	72	76213.26	520788	521	1980	22	293645	7	147150	13	53054	23
SRR17304038.fasta	5560032	83	66988.34	429657	546	1176	12	190653	10	150894	17	56399	28
SRR17304040.fasta	5463039	73	74836.15	475609	536	1041	16	184229	10	129378	17	62944	27
SRR17304041.fasta	5539146	102	54305.35	333561	519	929	14	152573	13	97178	21	48996	37
SRR17304044.fasta	5436873	78	69703.50	387055	575	1180	12	158856	12	112565	20	45489	35
SRR17304049.fasta	5653358	98	57687.33	433192	534	1106	13	178145	12	136504	19	42228	32
SRR17304056.fasta	5699604	193	29531.63	300326	503	1288	15	129444	15	91225	26	23130	47
SRR17304057.fasta	5627737	121	46510.22	352962	519	1089	12	146800	13	99043	22	30512	41
SRR17304059.fasta	5618794	114	49287.67	464692	506	930	14	244711	9	156205	14	41086	26
SRR17304060.fasta	5625531	127	44295.52	367367	514	1162	18	175273	13	99028	22	30356	40
SRR17304065.fasta	5444023	88	61863.90	413150	560	1423	18	160930	10	101886	19	40811	35
SRR17304066.fasta	5881851	100	58818.51	348145	551	1279	14	185372	13	103342	21	47576	37
SRR17304067.fasta	5624555	160	35153.47	230837	500	2352	30	105431	18	60256	32	25193	62
SRR17304068.fasta	5545099	70	79215.70	637983	523	991	11	182723	9	129094	16	58381	28
SRR17304070.fasta	5592399	84	66576.18	839530	523	957	16	152082	9	102463	18	41797	33
SRR17304077.fasta	5500956	71	77478.25	729597	501	1034	15	215178	7	149993	14	52121	25
SRR17304078.fasta	5525177	91	60716.23	355779	521	1526	38	180143	11	119076	19	53054	33
SRR17304081.fasta	5552338	97	57240.60	561541	504	1324	17	249901	9	155290	14	50545	25
SRR17304083.fasta	5350289	76	70398.54	408220	620	1199	13	158856	11	101437	20	43134	35
SRR17304086.fasta	5482492	51	107499.84	520643	555	1086	11	242431	8	201236	13	89653	21
SRR17304088.fasta	5423366	67	80945.76	503024	523	831	12	231005	9	143522	15	60280	26
SRR17304093.fasta	5624895	159	35376.70	269951	518	2123	26	98725	20	65718	34	27459	61
SRR17304094.fasta	5549467	85	65287.85	666927	643	1627	21	276578	7	177841	12	36865	26
SRR17304095.fasta	5807188	125	46457.50	350099	511	595	7	156418	13	89450	23	37348	42
SRR17304096.fasta	5760997	112	51437.47	329504	526	1305	55	123346	15	77226	28	32379	51
SRR17304098.fasta	5460629	42	130014.98	751180	536	1301	15	291695	6	273747	9	120886	16
SRR17304099.fasta	5524534	49	112745.59	492298	520	1009	12	252374	8	172489	14	86392	22
SRR17304100.fasta	5596596	117	47834.15	401117	502	1613	19	186245	11	113929	18	53360	31
SRR17304101.fasta	5472019	173	31630.17	246576	526	169	17	72129	24	37330	45	17173	85
SRR17304102.fasta	5550235	215	25815.05	262042	516	1504	18	79369	25	46782	43	16648	83
SRR17304103.fasta	5322621	97	54872.38	378585	507	1039	15	146342	13	101361	22	37173	38
SRR17304104.fasta	5746174	93	61786.82	368648	500	1010	12	152355	12	102638	21	37734	37
SRR17304107.fasta	5838172	99	58971.43	429220	661	1022	13	128279	14	101411	24	43794	39
SRR17304108.fasta	5367496	83	64668.63	510162	513	1194	14	277231	7	129745	13	59104	24
SRR17304110.fasta	5737029	106	54122.92	366021	511	1104	13	172424	12	109791	21	63041	34
SRR17304113.fasta	5760088	170	33882.87	291273	518	2186	32	104850	18	62307	32	25355	60
SRR17304114.fasta	5601625	148	37848.82	358566	502	3457	53	176743	12	89564	21	26208	45
SRR17304116.fasta	5599512	48	116656.50	607084	514	1284	14	338033	7	231774	11	88163	18
SRR17304117.fasta	5907570	117	50492.05	430665	530	884	18	214938	10	129433	17	46100	32
SRR17304118.fasta	5667110	127	44622.91	628783	500	1414	18	142689	11	101598	20	34983	38
SRR17304119.fasta	5700916	103	55348.70	377312	536	1010	12	152498	11	100483	20	42382	38
SRR17304120.fasta	5781652	112	51621.89	459712	517	1376	14	112911	16	88852	28	42909	45
SRR17304125.fasta	5481326	75	73084.35	429658	561	1390	15	177009	11	142853	17	48199	31
SRR17304126.fasta	5665875	141	40183.51	289366	532	3135	51	115577	17	78205	28	23620	55
SRR17304127.fasta	5541629	80	69270.36	567004	519	1573	16	225707	8	125243	15	56144	29
SRR17304128.fasta	5686835	82	69351.65	704425	506	1511	18	406529	6	289440	9	59871	19
SRR17304132.fasta	5590551	118	47377.55	565432	509	1910	22	172616	9	109159	18	31368	34
SRR17304133.fasta	5564365	139	40031.40	270229	501	1851	26	123114	16	88955	27	31802	46
SRR17304137.fasta	5856464	161	36375.55	350560	509	3269	43	112468	16	70782	29	26391	57
SRR17304139.fasta	5447117	60	90785.28	578344	546	1568	16	294187	7	178617	12	68169	23
SRR17304141.fasta	5574797	61	91390.11	655124	579	1195	14	229802	8	169391	13	97147	22
SRR17304143.fasta	5546676	106	52327.13	363895	505	1103	13	249889	9	155295	15	46518	26
SRR17304145.fasta	5747312	107	53713.20	688683	507	839	13	197748	10	101196	18	29493	36
SRR17304146.fasta	5529831	101	54750.80	517962	528	1248	18	129418	13	101542	22	34685	41
SRR17304147.fasta	5677321	95	59761.27	376789	524	3137	38	172136	12	102572	21	44321	37
SRR17304151.fasta	5456581	60	90943.02	739493	533	1116	14	269120	6	178671	11	86383	19
SRR17304154.fasta	5757532	122	47192.89	576442	545	1078	11	140720	11	86665	22	30382	43
SRR17304157.fasta	5505125	84	65537.20	395021	506	1081	11	182797	11	123771	18	52940	31
SRR17304158.fasta	5667949	141	40198.22	274110	507	287	20	79228	21	48493	40	22514	72
SRR17304160.fasta	5502793	54	101903.57	513891	520	1008	12	295388	7	169150	12	71729	22
SRR17304164.fasta	5716995	108	52935.14	389447	520	1021	14	215221	10	133656	17	44401	32
SRR17304165.fasta	5556777	154	36082.97	231707	526	520	44	72106	26	45100	45	21656	78
SRR17304166.fasta	5568996	60	92816.60	701404	540	2019	25	220068	9	141225	15	63441	26
SRR17304167.fasta	5604043	136	41206.20	400884	500	1133	16	121733	15	94878	26	30512	45
SRR17304168.fasta	5681067	73	77822.84	1212614	553	1203	15	305205	6	192487	11	59822	21
SRR17304172.fasta	5607175	104	53915.14	272285	598	951	24	101512	18	67906	31	30460	56
SRR17304173.fasta	5553939	153	36300.25	355334	504	4046	50	130577	14	73246	26	24554	51
SRR17304175.fasta	5560763	55	101104.78	555574	505	1415	17	295734	7	137842	12	64291	23
SRR17304182.fasta	5561494	82	67823.10	324099	519	1963	20	172657	12	148477	19	48601	33
SRR17304183.fasta	5705396	122	46765.54	411727	528	1675	18	152353	12	117962	20	34888	36
SRR17304184.fasta	5648832	65	86905.11	1494859	553	1215	15	456436	4	169775	9	59781	19
SRR17304185.fasta	5560958	60	92682.63	706085	559	1702	20	294425	7	177241	12	62184	24
SRR17304186.fasta	5598050	112	49982.59	274944	553	1883	28	135470	16	95580	25	36727	44
SRR17304187.fasta	5837016	132	44219.82	350261	511	1131	15	146344	14	86677	24	34587	45
SRR17304189.fasta	5691482	106	53693.23	341723	584	1384	15	165812	13	108546	21	34587	38
SRR17304192.fasta	5543889	104	53306.62	366202	522	3653	45	121199	14	95326	25	28154	44
SRR17304193.fasta	5511986	48	114833.04	606303	560	1797	21	319445	7	219700	11	90503	20
SRR17304195.fasta	5648550	84	67244.64	407726	553	4854	58	138117	13	101286	22	39867	39
SRR17304196.fasta	5628035	128	43969.02	261532	509	1796	29	120445	16	81911	28	32140	50
SRR17304198.fasta	5643577	122	46258.83	342368	502	1208	14	172492	13	108645	22	35616	38
SRR17304203.fasta	5602384	108	51873.93	410772	518	1797	20	186600	11	115090	18	44547	32
SRR17304204.fasta	5697028	134	42515.13	475458	542	4066	43	116278	13	75346	26	31853	48
SRR17304206.fasta	5524787	79	69934.01	355762	502	1425	19	208680	10	128003	17	49160	30
SRR17304208.fasta	5831522	112	52067.16	574725	515	811	11	161897	12	112323	20	29998	38
SRR17304210.fasta	5398528	125	43188.22	419016	531	1521	19	171979	12	87579	21	26208	41
SRR17304211.fasta	5366149	67	80091.78	486795	545	1489	17	235628	8	158775	14	86470	23
SRR17304213.fasta	5650092	118	47882.14	475747	520	4286	48	136511	12	99572	22	40564	40
SRR17304218.fasta	5694569	158	36041.58	541271	503	1315	17	155716	12	109043	21	32012	40
SRR17304223.fasta	5656444	59	95871.93	710432	505	1700	20	394742	6	215088	10	71195	20
SRR17304224.fasta	5370556	58	92595.79	422609	673	923	13	184081	9	129378	16	58757	27
SRR17304227.fasta	5693987	97	58700.90	362519	500	1395	16	168766	12	100600	20	40659	38
SRR17304228.fasta	5465745	77	70983.70	510450	507	1313	16	216188	9	154758	15	56144	27
SRR17304230.fasta	5647654	79	71489.29	592707	516	1123	15	232945	7	174470	13	60708	23
SRR17304232.fasta	5581921	78	71563.09	895513	520	1232	16	293964	7	177840	12	54694	24
SRR17304234.fasta	5483735	79	69414.37	422295	507	1307	16	172657	12	112421	19	38521	34
SRR17304235.fasta	5601664	112	50014.86	431587	510	1234	17	175273	12	99425	21	44601	36
SRR17304236.fasta	5502133	79	69647.25	366871	502	1198	13	186105	11	141488	17	41464	30
SRR17304237.fasta	5652472	196	28839.14	293555	511	3370	53	113289	15	63070	28	20756	59
SRR17304240.fasta	5494854	64	85857.09	397329	583	1135	16	233101	10	170537	15	59553	25
SRR17304242.fasta	5491595	70	78451.36	433083	518	831	12	169434	11	110718	19	64196	31
SRR17304244.fasta	5718957	95	60199.55	628230	501	1362	21	150794	11	100495	20	38486	38
