id	species	species_abbv	species_gp	S_SC_ST	SC	ST	plate_type	group_summary	group_summary_l2	virulence_score	esistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	mpA	mpA2	wzi	K_locus	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	Chr_ST	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	AGly	C	Fcyn	Flq	Gly	MLS	Ntmdz	Phe	Rif	S	Te	Tg	Tm	Omp	B	Bla_Carb	Bla_ESBL	Bla_ESBL_inhR	Bla_broad	Bla_broad_inhR	Amikacin_in	Amoxicillin_clavulanic_acid_in	Ampicillin_in	Aztreonam_in	Cefalexin_in	Cefepime_in	Cefixime_in	Cefotaxime_in	Cefoxitin_in	Ceftazidime_in	Ceftriaxone_in	Cefuroxime_in	Ciprofloxacin_in	Colistin_in	Ertapenem_in	Fosfomycin_G6P_in	Gentamicin_in	Imipenem_in	Levofloxacin_in	Mecillinam_in	Meropenem_in	Nalidixic_acid_in	Nitrofurantoin_in	Norfloxacin_in	Piperacillin_in	Piperacillin_tazobactam_in	Temocillin_in	Ticarcillin_clavulanic_acid_in	Tigecycline_in	Tobramycin_in	Trimethoprim_in	Trimethoprim_sulfamethoxazole_in	SAMPLE_DATE	ye	month	day	GROUP	ENVIRONMENTAL_GROUP	place_sampling	ORIGIN	specific_group	ASSOCIATED_GROUP	ASSOCIATED_SPECIES	GENERAL_ISOLATION_SOURCE	TYPE	IN_OUT	SAMPLE_TYPE	SAMPLE_DESCRIPTION	total_length	ncontigs	mean_length	longest	shortest	N_count	Gaps	N50	N50n	N70	N70n	N90	N90n
SPARK_823_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC27_ST323	SC27	ST323	SCAI	human - hospital carriage	human	0	1.0	6.0	10.0	-	0	-	0	-	0	-	0	-	-	wzi262	KL21	none	Very high	99.99%		O3b	+	Good	99.14%		ST323	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	QnrB1?	-	-	-	CatB4	-	SulII	-	-	DfrA14	-	OXA-1;SHV-187*;TEM-1D^	-	CTX-M-15	-	-	-	S	R	R	R	R	R	R	ND	ND	R	R	R	R	S	S	S	R	S	R	R	S	ND	R	R	R	I	ND	R	S	R	R	R	2017-11-30	2017.0	11.0	30.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5467767	38	143888.61	985880	311	590	6	448442	4	371849	7	262723	10
SPARK_824_C1	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC1_NA	SC1		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	77.05%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	-+*	Good	72.26%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY6-3	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		5830250	18	323902.78	1674747	386	527	2	1270933	2	581529	4	216468	7
SPARK_825_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC16_ST35	SC16	ST35	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi37	KL22	none	Very high	99.48%		O1v1	none	Very high	98.11%		ST35	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-33	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5431191	29	187282.45	1234990	316	561	4	418354	4	318646	7	110629	12
SPARK_825_C2	Klebsiella quasipneumoniae subsp. quasipneumoniae	K.qpq	K.pne SPEC	K.qpq_SC43_ST144-2LV	SC43	ST144-2LV	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL124	*	Very high	95.84%		O3/O3a	none	Very high	95.98%		ST144-2LV	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-A-5	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5334620	20	266731.0	3120864	372	246	2	3120864	1	706201	2	155004	6
SPARK_826_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC20_NA	SC20		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL27	?-+*	None	79.15%	KL27_02_cpsACP,KL27_08_wckI,KL27_09_wckS,KL27_10_wckR,KL27_13_wckQ,KL27_15_wctE,KL27_16_wctF	O5	*	High	81.60%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-7	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2017-12-02	2017.0	12.0	2.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5735873	25	229434.92	1333759	305	273	3	532811	3	358071	6	224262	10
SPARK_827_C1	Klebsiella michiganensis	K.mic	K.oxy SPEC	K.mic_SC8_NA	SC8		SCAI	human - hospital carriage	human	0	0.0	1.0	2.0	-	0	-	0	-	0	-	0	-	-	-	KL66	?-+*	Good	99.15%	KL66_20_ugd	O1v1	-+*	Good	72.42%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	Aph3''Ia*	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY1-4*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-03	2017.0	12.0	3.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		6103892	91	67075.74	440585	300	2	2	215369	10	127086	19	53511	32
SPARK_828_C1	Klebsiella michiganensis	K.mic	K.oxy SPEC	K.mic_SC92_NA	SC92		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL74	*	High	93.53%		O1v1	?-+*	Good	72.21%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY1-4*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		6105664	63	96915.3	539610	302	1261	8	207521	10	160881	17	75990	27
SPARK_829_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	SCAI	human - hospital carriage	human	1	2.0	4.0	4.0	ybt 9; ICEKp3	157-2LV	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.37%		ST512	-	-	-	-	-	-	-	-	-	Aac6-Ib	-	-	GyrA-83I;ParC-80I	-	-	-	-	-	-	-	-	-	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	R	R	R	R	R	R	R	ND	ND	R	R	R	R	R	R	R	I	R	R	R	R	ND	R	R	R	R	ND	R	I	R	R	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5566560	44	126512.73	521585	421	552	6	279736	8	219776	12	71705	21
SPARK_82_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC74_NA	SC74		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	?-+*	None	76.03%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	OL104	?-	Good	99.26%	OL104_02_manB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-6	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	I	S	S	S	2017-07-09	2017.0	7.0	9.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5680658	32	177520.56	1108705	315	173	2	404958	5	350748	8	134643	13
SPARK_830_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC8_ST29	SC8	ST29	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi85	KL30	-+*	Good	96.55%	KL30_15_wcuG	O1v2	none	Very high	99.39%		ST29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1?	-	S	R	R	S	S	S	S	ND	ND	I	S	S	S	S	S	R	S	S	S	ND	S	ND	ND	S	R	R	ND	R	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5438037	50	108760.74	807129	346	344	4	434134	5	302009	8	80696	16
SPARK_831_C1	Klebsiella aerogenes	K.aer	K.aer SPEC	K.aer_SC10_NA	SC10		SCAI	human - hospital carriage	human	2	0.0	0.0	1.0	ybt 17; ICEKp10	289-1LV	clb 3	17-1LV	-	0	-	0	-	-	-	KL68	?-+*	None	78.51%	KL68_02_cpsACP,KL68_09_wclV,KL68_10_wckX,KL68_11_wckW,KL68_16_wcuC	O5	*	High	93.62%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpC	-	-	-	-	-	S	R	R	I	R	S	R	ND	R	I	R	R	S	S	S	S	S	S	S	ND	S	ND	R	S	I	S	ND	R	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5238704	22	238122.91	1028810	314	336	4	755678	3	400096	6	334340	8
SPARK_832_C1	Klebsiella ornithinolytica	K.orn	K.orn SPEC	K.orn_SC53_NA	SC53		SCAI	human - community carriage	human	1	0.0	2.0	3.0	ybt unknown	0	-	0	-	0	-	0	-	-	wzi148	KL72	+	Good	99.97%		O1v1	-+*	None	72.55%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	AadA6	-	-	-	-	-	-	-	-	SulI	-	-	-	-	ORN1a*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-03	2017.0	12.0	3.0	HUMAN			Volunteer		mammal	human	human	human non-hospital	outpatient	feces		5638832	45	125307.38	1040623	316	2	2	395844	4	290986	7	95160	14
SPARK_832_C2	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC46_ST225	SC46	ST225	SCAI	human - community carriage	human	0	1.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi59	KL3	*	Very high	99.29%		O2v2	none	Very high	98.15%		ST225	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-03	2017.0	12.0	3.0	HUMAN			Volunteer		mammal	human	human	human non-hospital	outpatient	feces		5493136	38	144556.21	762807	372	946	4	390453	5	344452	8	99212	13
SPARK_833_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC2_ST17	SC2	ST17	diagnostic	human - hospital disease	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi360	KL122	none	Very high	99.98%		O2v2	none	Very high	98.52%		ST17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	ND	S	S	S	2017-11-26	2017.0	11.0	26.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	urine		5391476	23	234412.0	2210036	428	299	2	1020936	2	377716	4	126048	7
SPARK_834_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC3_ST512	SC3	ST512	diagnostic	human - hospital disease	human	1	2.0	3.0	3.0	ybt 9; ICEKp3	157-1LV	-	0	-	0	-	0	-	-	wzi154	KL107	none	Very high	100.00%		O2v2	none	Very high	98.37%		ST512	-	-	-	-	-	-	-	-	-	-	-	-	GyrA-83I;ParC-80I	-	-	-	-	-	-	-	-	-	OmpK35-25%;OmpK36GD	OXA-9*;TEM-1D^	KPC-3	-	-	SHV-11	-	S	R	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	S	R	S	S	R	R	ND	R	ND	ND	ND	ND	R	ND	ND	S	S	ND	I	2017-12-14	2017.0	12.0	14.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	bronchial		5523398	48	115070.79	521582	357	1237	7	295845	8	225207	12	75226	21
SPARK_835_C1	Klebsiella grimontii	K.gri	K.oxy SPEC	K.gri_SC10_NA	SC10		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL27	?-+*	None	79.13%	KL27_02_cpsACP,KL27_08_wckI,KL27_09_wckS,KL27_10_wckR,KL27_13_wckQ,KL27_15_wctE,KL27_16_wctF	O1v1	-+*	Good	72.12%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY6-4*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	I	S	S	S	2017-12-02	2017.0	12.0	2.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		6004081	92	65261.75	352406	303	451	2	165994	13	94880	22	42246	39
SPARK_835_C2	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC14_NA	SC14		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL68	?+*	Low	85.83%		O3/O3a	*	High	90.32%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-8*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	I	S	ND	S	S	S	S	S	2017-12-02	2017.0	12.0	2.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	feces		6039843	55	109815.33	568645	302	723	5	223967	10	152764	16	82177	27
SPARK_836_C1	Klebsiella pasteurii	K.pas	K.oxy SPEC	K.pas_SC5_NA	SC5		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL107	-+*	None	77.02%	KL107_02_cpsACP,KL107_05_wzb,KL107_06_wzc,KL107_07_wbaP,KL107_08,KL107_09,KL107_10	O1v1	-+*	Good	72.45%	O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY4-1*?	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		6006767	23	261163.78	1842246	306	75	1	1235124	2	431928	5	111423	8
SPARK_836_C2	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC94_ST133	SC94	ST133	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi24	KL24	?-	Good	99.97%	KL24_13_wcuG	O1v1	none	Very high	98.41%		ST133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-75	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	ND	S	S	S	ND	S	I	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5514502	48	114885.46	1047981	347	71	3	441469	5	181512	8	53718	17
SPARK_836_C3	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC94_ST133	SC94	ST133	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi24	KL24	?-	Good	99.97%	KL24_13_wcuG	O1v1	none	Very high	98.41%		ST133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-75	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	R	S	S	S	ND	S	ND	ND	S	S	S	ND	S	I	S	S	S	2017-12-01	2017.0	12.0	1.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5508902	54	102016.7	793116	414	93	5	540577	4	355534	7	53231	16
SPARK_837_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC2_ST17	SC2	ST20	SCAI	human - hospital carriage	human	0	0.0	1.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi421	KL22	-	Good	99.07%	KL22_17	O2v2	none	Very high	98.38%		ST20	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-26*	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	I	S	S	S	2017-11-30	2017.0	11.0	30.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5427152	34	159622.12	1358527	325	285	2	721035	3	377743	5	101062	9
SPARK_837_C2	Klebsiella aerogenes	K.aer	K.aer SPEC	K.aer_SC28_NA	SC28		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL65	?-+*	None	76.48%	KL65_02_cpsACP,KL65_08_wcuC,KL65_09_wcuE,KL65_10_wcuO,KL65_14_wcuN,KL65_15_wcuS,KL65_16_rmlA,KL65_17_rmlC,KL65_18_rmlD	O12	?-*	None	76.99%	O12_05_wbbL,O12_06_wzm,O12_07_wzt,O12_08_wbbB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AmpC*	-	-	-	-	-	S	R	R	S	R	S	S	ND	R	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-11-30	2017.0	11.0	30.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	rectal_swab		5108386	17	300493.29	1221163	420	130	3	837525	3	706445	4	204950	6
SPARK_838_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC38_ST25	SC38	ST25	diagnostic	human - hospital disease	human	1	0.0	2.0	1.0	ybt 9; ICEKp12	210-1LV	-	0	-	0	-	0	-	-	wzi72	KL2	none	Very high	98.41%		O1v2	none	Very high	99.19%		ST25	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	TetD	-	-	-	-	-	-	-	SHV-77*	-	ND	S	R	ND	S	S	S	S	ND	S	ND	S	S	ND	S	S	S	S	ND	ND	S	ND	ND	ND	ND	S	ND	ND	S	S	S	S	2017-12-05	2017.0	12.0	5.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	outpatient	urine		5434225	37	146870.95	738982	394	658	6	405830	5	249909	9	74894	16
SPARK_839_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC11_ST392	SC11	ST147	diagnostic	human - hospital disease	human	0	0.0	5.0	9.0	-	0	-	0	-	0	-	0	-	-	wzi64	KL64	none	Very high	100.00%		O2v1	?-	Good	98.64%	O1/O2v1_06_wbbO	ST147	-	-	-	-	-	-	-	-	-	Aac3-IId^;Aac6-Ib*;AadA1-pm*?;StrA^;StrB	-	-	GyrA-83I;ParC-80I	-	-	-	-	-	SulII	TetD	-	DfrA14	-	TEM-1D^	-	-	-	-	-	S	S	ND	ND	ND	S	ND	S	ND	S	ND	ND	R	S	I	R	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	R	ND	R	2017-12-02	2017.0	12.0	2.0	HUMAN			hospital	hospital_4	mammal	human	human	human hospital	inpatient	urine		5419901	31	174835.52	846373	420	147	3	467671	5	312921	8	108278	14
SPARK_83_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC75_NA	SC75		SCAI	human - hospital carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL116	?-+*	None	78.21%	KL116_02_cpsACP,KL116_07_wcuE,KL116_08_wckV,KL116_10_wctD,KL116_13_wcuC,KL116_14_wzy,KL116_17_wcpG,KL116_20_manB	O5	?-*	Good	81.73%	O5_02_manB		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-5	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-07-10	2017.0	7.0	10.0	HUMAN			hospital	hospital_1	mammal	human	human	human hospital	inpatient	feces		5885427	36	163484.08	1341980	368	322	5	495304	3	361470	6	194866	11
SPARK_840_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC1_ST307	SC1	ST307	diagnostic	human - hospital disease	human	0	1.0	6.0	10.0	-	0	-	0	-	0	-	0	-	-	wzi173	KL102	-	High	99.22%	KL102_13	O2v2	none	Very high	98.44%		ST307	-	-	-	-	-	-	-	-	-	Aac3-IIa^;StrA^;StrB	-	-	GyrA-83I;ParC-80I;QnrB1?	-	-	-	CatB4	-	SulII	-	-	DfrA14	-	OXA-1;SHV-28^;TEM-1D^	-	CTX-M-15	-	-	-	S	S	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	S	S	R	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	R	ND	R	2017-12-05	2017.0	12.0	5.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5388571	43	125315.6	632051	300	0	0	292801	6	203644	11	109547	18
SPARK_841_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC27_ST323	SC27	ST323	diagnostic	human - hospital disease	human	0	0.0	3.0	5.0	-	0	-	0	-	0	-	0	-	-	wzi262	KL21	none	Very high	99.96%		O3b	+	Good	99.07%		ST323	-	-	-	-	-	-	-	-	-	StrA^;StrB	-	-	-	-	-	-	-	-	SulII	-	-	DfrA14	-	SHV-187*;TEM-1D^	-	-	-	-	-	S	R	ND	ND	ND	S	ND	S	ND	S	ND	ND	S	S	S	S	S	S	S	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	R	2017-12-05	2017.0	12.0	5.0	HUMAN			hospital	hospital_4	mammal	human	human	human hospital	inpatient	urine		5481875	38	144259.87	1090705	416	362	4	371814	5	359475	7	99439	12
SPARK_842_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC1_ST307	SC1	ST307	diagnostic	human - hospital disease	human	0	1.0	5.0	9.0	-	0	-	0	-	0	-	0	-	-	wzi173	KL102	none	Very high	99.27%		O2v2	none	Very high	98.45%		ST307	-	-	-	-	-	-	-	-	-	Aac3-IIa^;Aac6-Ib*?;StrA^;StrB	-	-	GyrA-83I;ParC-80I;QnrB1?	-	-	-	-	-	SulII	-	-	DfrA14	-	SHV-28^;TEM-1D^	-	CTX-M-15	-	-	-	S	S	ND	ND	ND	R	ND	R	ND	R	ND	ND	R	S	S	S	R	S	R	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	R	ND	R	2017-12-05	2017.0	12.0	5.0	HUMAN			hospital	hospital_4	mammal	human	human	human hospital	inpatient	urine		5461800	40	136545.0	838106	311	124	3	375998	6	326794	9	100677	15
SPARK_843_C1	Klebsiella pneumoniae	K.pne	K.pne SPEC	K.pne_SC8_ST29	SC8	ST29	diagnostic	human - hospital disease	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	wzi85	KL30	?-+*	Good	96.55%	KL30_15_wcuG	O1/O2v2	?	Good	99.41%		ST29	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-187	-	-	-	-	-	S	S	ND	ND	ND	S	ND	S	ND	S	ND	ND	S	S	S	R	S	S	S	ND	ND	ND	ND	ND	ND	S	ND	ND	ND	S	ND	S	2017-12-05	2017.0	12.0	5.0	HUMAN			hospital	hospital_2	mammal	human	human	human hospital	inpatient	urine		5293748	44	120312.45	570805	311	2	2	345345	7	183410	11	94558	18
SPARK_844_C1	Klebsiella variicola subsp. variicola	K.var	K.pne SPEC	K.var_SC4_ST2594-1LV	SC4	ST2634	SCAI	human - community carriage	human	0	0.0	0.0	0.0	-	0	-	0	-	0	-	0	-	-	-	KL30	*	Very high	95.20%		O3/O3a	+	Good	99.24%		ST2634	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-13^	-	-	-	-	-	S	S	S	S	S	S	S	ND	ND	S	S	S	S	S	S	S	S	S	S	ND	S	ND	ND	S	S	S	ND	S	S	S	S	S	2017-12-04	2017.0	12.0	4.0	HUMAN			Volunteer		mammal	human	human	human non-hospital	outpatient	feces		5498413	28	196371.89	1113557	425	339	2	605532	3	395494	6	240325	9
SPARK_845_C1	Klebsiella oxytoca	K.oxy	K.oxy SPEC	K.oxy_SC6_NA	SC6		SCAI	human - community carriage	human	0	0.0	0.0	1.0	-	0	-	0	-	0	-	0	-	-	-	KL68	?+*	Low	85.81%		O5	*	High	81.65%			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OXY2-2*	-	-	-	-	-	S	S	R	S	S	S	S	ND	ND	S	S	S	S	ND	S	S	S	S	S	ND	S	ND	S	S	S	S	ND	S	S	S	S	S	2017-12-04	2017.0	12.0	4.0	HUMAN			Volunteer		mammal	human	human	human non-hospital	outpatient	feces		6073557	55	110428.31	830971	428	1552	7	253512	9	198414	15	100526	23
